Source,Target,Type,Id
624,1354,Directed,2541
624,716,Directed,2542
624,499,Directed,2543
624,1095,Directed,2544
624,568,Directed,2545
624,52,Directed,2546
625,1580,Directed,2547
625,1588,Directed,2548
630,547,Directed,2549
630,1032,Directed,2550
630,588,Directed,2551
630,269,Directed,2552
633,314,Directed,2553
634,1027,Directed,2554
634,584,Directed,2555
634,548,Directed,2556
634,1233,Directed,2557
634,1446,Directed,2558
634,630,Directed,2559
634,1137,Directed,2560
634,1528,Directed,2561
634,1543,Directed,2562
634,960,Directed,2563
634,992,Directed,2564
635,190,Directed,2565
635,61,Directed,2566
635,95,Directed,2567
635,155,Directed,2568
635,154,Directed,2569
635,547,Directed,2570
635,1313,Directed,2571
635,952,Directed,2572
635,1664,Directed,2573
636,1612,Directed,2574
639,490,Directed,2575
639,1621,Directed,2576
639,1250,Directed,2577
639,1243,Directed,2578
639,537,Directed,2579
639,242,Directed,2580
639,1602,Directed,2581
639,1608,Directed,2582
640,639,Directed,2583
641,639,Directed,2584
642,412,Directed,2585
643,515,Directed,2586
643,1247,Directed,2587
643,1007,Directed,2588
643,417,Directed,2589
643,1089,Directed,2590
643,1135,Directed,2591
643,1039,Directed,2592
643,1602,Directed,2593
643,590,Directed,2594
643,1293,Directed,2595
643,230,Directed,2596
643,673,Directed,2597
643,459,Directed,2598
643,414,Directed,2599
643,1037,Directed,2600
643,413,Directed,2601
643,415,Directed,2602
643,409,Directed,2603
643,747,Directed,2604
643,460,Directed,2605
643,450,Directed,2606
643,428,Directed,2607
645,1035,Directed,2608
645,1061,Directed,2609
645,1540,Directed,2610
645,1529,Directed,2611
645,1196,Directed,2612
645,1712,Directed,2613
645,1491,Directed,2614
646,481,Directed,2615
646,377,Directed,2616
646,412,Directed,2617
646,1352,Directed,2618
646,1539,Directed,2619
646,753,Directed,2620
649,652,Directed,2621
649,639,Directed,2622
649,754,Directed,2623
649,1567,Directed,2624
649,1560,Directed,2625
649,1421,Directed,2626
649,698,Directed,2627
649,1496,Directed,2628
649,203,Directed,2629
649,601,Directed,2630
649,960,Directed,2631
649,551,Directed,2632
649,816,Directed,2633
649,1542,Directed,2634
649,946,Directed,2635
650,1713,Directed,2636
650,981,Directed,2637
650,651,Directed,2638
650,648,Directed,2639
650,439,Directed,2640
650,1580,Directed,2641
650,723,Directed,2642
650,1570,Directed,2643
650,850,Directed,2644
650,532,Directed,2645
650,639,Directed,2646
650,1687,Directed,2647
650,922,Directed,2648
650,978,Directed,2649
651,650,Directed,2650
651,1713,Directed,2651
651,648,Directed,2652
651,439,Directed,2653
651,981,Directed,2654
653,1032,Directed,2655
653,1313,Directed,2656
653,1518,Directed,2657
653,816,Directed,2658
654,668,Directed,2659
654,560,Directed,2660
654,660,Directed,2661
654,1061,Directed,2662
654,1112,Directed,2663
654,1035,Directed,2664
654,62,Directed,2665
654,1034,Directed,2666
654,1657,Directed,2667
654,1175,Directed,2668
655,1108,Directed,2669
656,522,Directed,2670
656,1505,Directed,2671
657,1202,Directed,2672
657,639,Directed,2673
657,537,Directed,2674
657,490,Directed,2675
657,1703,Directed,2676
657,302,Directed,2677
657,709,Directed,2678
657,1166,Directed,2679
657,1671,Directed,2680
658,1293,Directed,2681
659,1020,Directed,2682
659,1691,Directed,2683
659,1166,Directed,2684
659,1571,Directed,2685
659,1655,Directed,2686
659,1431,Directed,2687
659,236,Directed,2688
659,1603,Directed,2689
659,1588,Directed,2690
659,1704,Directed,2691
659,859,Directed,2692
659,1309,Directed,2693
659,709,Directed,2694
659,1159,Directed,2695
659,639,Directed,2696
659,490,Directed,2697
659,1271,Directed,2698
659,537,Directed,2699
659,1089,Directed,2700
659,649,Directed,2701
659,1421,Directed,2702
659,884,Directed,2703
659,1065,Directed,2704
659,344,Directed,2705
663,664,Directed,2706
663,974,Directed,2707
663,1061,Directed,2708
663,1521,Directed,2709
663,1239,Directed,2710
663,909,Directed,2711
664,663,Directed,2712
666,1202,Directed,2713
666,639,Directed,2714
666,333,Directed,2715
666,446,Directed,2716
666,1461,Directed,2717
666,657,Directed,2718
666,397,Directed,2719
666,313,Directed,2720
666,1584,Directed,2721
666,1617,Directed,2722
666,1581,Directed,2723
666,1640,Directed,2724
666,1554,Directed,2725
666,1614,Directed,2726
666,896,Directed,2727
666,537,Directed,2728
666,1158,Directed,2729
667,747,Directed,2730
667,344,Directed,2731
667,222,Directed,2732
667,665,Directed,2733
668,1112,Directed,2734
668,1035,Directed,2735
668,645,Directed,2736
668,1196,Directed,2737
668,1712,Directed,2738
668,1540,Directed,2739
668,1178,Directed,2740
668,1569,Directed,2741
668,1491,Directed,2742
668,1225,Directed,2743
668,654,Directed,2744
668,1191,Directed,2745
668,1612,Directed,2746
668,1211,Directed,2747
668,1210,Directed,2748
668,1622,Directed,2749
668,537,Directed,2750
668,660,Directed,2751
668,62,Directed,2752
668,1158,Directed,2753
668,793,Directed,2754
668,718,Directed,2755
668,825,Directed,2756
668,1602,Directed,2757
668,975,Directed,2758
668,1364,Directed,2759
668,571,Directed,2760
668,1104,Directed,2761
668,481,Directed,2762
669,1727,Directed,2763
669,977,Directed,2764
669,242,Directed,2765
669,1598,Directed,2766
669,1650,Directed,2767
669,1244,Directed,2768
669,936,Directed,2769
669,1703,Directed,2770
669,983,Directed,2771
669,1553,Directed,2772
669,1067,Directed,2773
669,1603,Directed,2774
669,753,Directed,2775
669,226,Directed,2776
669,1480,Directed,2777
669,377,Directed,2778
669,1440,Directed,2779
669,1076,Directed,2780
672,1248,Directed,2781
672,855,Directed,2782
672,752,Directed,2783
672,192,Directed,2784
672,1127,Directed,2785
672,774,Directed,2786
672,681,Directed,2787
672,917,Directed,2788
672,876,Directed,2789
672,354,Directed,2790
672,1459,Directed,2791
672,911,Directed,2792
672,1012,Directed,2793
672,239,Directed,2794
672,1125,Directed,2795
672,1515,Directed,2796
672,1093,Directed,2797
672,1268,Directed,2798
672,1138,Directed,2799
672,1256,Directed,2800
672,692,Directed,2801
672,165,Directed,2802
672,614,Directed,2803
672,229,Directed,2804
672,589,Directed,2805
672,787,Directed,2806
672,725,Directed,2807
672,494,Directed,2808
672,1738,Directed,2809
672,744,Directed,2810
672,425,Directed,2811
672,709,Directed,2812
672,570,Directed,2813
672,991,Directed,2814
673,1247,Directed,2815
673,248,Directed,2816
673,563,Directed,2817
673,256,Directed,2818
674,1261,Directed,2819
675,1663,Directed,2820
676,1480,Directed,2821
676,1703,Directed,2822
676,1417,Directed,2823
676,1588,Directed,2824
676,888,Directed,2825
676,226,Directed,2826
678,1102,Directed,2827
679,1104,Directed,2828
680,875,Directed,2829
680,256,Directed,2830
682,310,Directed,2831
683,1654,Directed,2832
686,1337,Directed,2833
686,1605,Directed,2834
686,1307,Directed,2835
686,274,Directed,2836
686,980,Directed,2837
686,1639,Directed,2838
686,687,Directed,2839
686,685,Directed,2840
686,682,Directed,2841
686,684,Directed,2842
687,1301,Directed,2843
687,1619,Directed,2844
688,1638,Directed,2845
688,1605,Directed,2846
688,687,Directed,2847
688,682,Directed,2848
688,684,Directed,2849
688,1609,Directed,2850
691,1432,Directed,2851
691,829,Directed,2852
691,682,Directed,2853
691,687,Directed,2854
691,1639,Directed,2855
691,686,Directed,2856
692,1673,Directed,2857
693,1262,Directed,2858
693,1403,Directed,2859
693,728,Directed,2860
693,474,Directed,2861
693,1280,Directed,2862
693,409,Directed,2863
693,1037,Directed,2864
693,413,Directed,2865
693,415,Directed,2866
693,944,Directed,2867
693,280,Directed,2868
693,248,Directed,2869
693,283,Directed,2870
693,1348,Directed,2871
693,643,Directed,2872
693,414,Directed,2873
693,1089,Directed,2874
693,1314,Directed,2875
693,639,Directed,2876
695,456,Directed,2877
696,1521,Directed,2878
696,715,Directed,2879
696,1067,Directed,2880
697,438,Directed,2881
697,757,Directed,2882
697,1320,Directed,2883
698,639,Directed,2884
698,1563,Directed,2885
698,1480,Directed,2886
698,649,Directed,2887
698,1560,Directed,2888
698,243,Directed,2889
698,76,Directed,2890
698,946,Directed,2891
698,203,Directed,2892
699,422,Directed,2893
699,1603,Directed,2894
699,430,Directed,2895
699,1062,Directed,2896
700,1594,Directed,2897
707,971,Directed,2898
707,1482,Directed,2899
707,1539,Directed,2900
707,1168,Directed,2901
707,1551,Directed,2902
707,736,Directed,2903
707,1726,Directed,2904
707,936,Directed,2905
707,1650,Directed,2906
707,930,Directed,2907
707,206,Directed,2908
707,634,Directed,2909
707,1645,Directed,2910
707,1439,Directed,2911
707,490,Directed,2912
707,1244,Directed,2913
708,1551,Directed,2914
708,1703,Directed,2915
708,1067,Directed,2916
708,1645,Directed,2917
708,1539,Directed,2918
708,242,Directed,2919
708,1650,Directed,2920
709,225,Directed,2921
709,1089,Directed,2922
712,1209,Directed,2923
712,1374,Directed,2924
712,850,Directed,2925
712,1671,Directed,2926
712,1684,Directed,2927
712,1570,Directed,2928
712,981,Directed,2929
713,227,Directed,2930
713,1240,Directed,2931
713,1386,Directed,2932
714,859,Directed,2933
715,490,Directed,2934
715,1650,Directed,2935
715,1598,Directed,2936
715,1703,Directed,2937
715,977,Directed,2938
715,1727,Directed,2939
715,1244,Directed,2940
715,1521,Directed,2941
715,1541,Directed,2942
715,601,Directed,2943
715,242,Directed,2944
715,1076,Directed,2945
715,897,Directed,2946
715,1067,Directed,2947
715,1480,Directed,2948
715,657,Directed,2949
715,506,Directed,2950
715,811,Directed,2951
715,1551,Directed,2952
717,1203,Directed,2953
718,825,Directed,2954
718,1663,Directed,2955
720,1118,Directed,2956
721,323,Directed,2957
721,442,Directed,2958
721,620,Directed,2959
721,1293,Directed,2960
721,568,Directed,2961
721,450,Directed,2962
721,515,Directed,2963
722,460,Directed,2964
722,1089,Directed,2965
722,256,Directed,2966
723,651,Directed,2967
727,990,Directed,2968
730,948,Directed,2969
730,906,Directed,2970
730,1602,Directed,2971
730,6,Directed,2972
733,988,Directed,2973
733,667,Directed,2974
733,304,Directed,2975
733,1607,Directed,2976
733,40,Directed,2977
733,1602,Directed,2978
733,435,Directed,2979
733,948,Directed,2980
733,497,Directed,2981
733,1748,Directed,2982
733,424,Directed,2983
735,481,Directed,2984
736,1645,Directed,2985
736,1476,Directed,2986
736,936,Directed,2987
736,1236,Directed,2988
736,930,Directed,2989
736,1650,Directed,2990
736,242,Directed,2991
736,639,Directed,2992
736,1521,Directed,2993
736,1553,Directed,2994
736,206,Directed,2995
736,715,Directed,2996
736,1523,Directed,2997
736,977,Directed,2998
736,646,Directed,2999
736,1168,Directed,3000
736,707,Directed,3001
736,1551,Directed,3002
736,1352,Directed,3003
739,740,Directed,3004
739,217,Directed,3005
739,1570,Directed,3006
739,344,Directed,3007
739,1687,Directed,3008
740,948,Directed,3009
740,1580,Directed,3010
740,739,Directed,3011
741,743,Directed,3012
741,1570,Directed,3013
741,1588,Directed,3014
741,1589,Directed,3015
741,1612,Directed,3016
741,46,Directed,3017
741,1169,Directed,3018
741,1247,Directed,3019
741,478,Directed,3020
741,1602,Directed,3021
741,450,Directed,3022
741,1720,Directed,3023
741,1580,Directed,3024
741,866,Directed,3025
741,1158,Directed,3026
741,1684,Directed,3027
741,1202,Directed,3028
741,1065,Directed,3029
741,497,Directed,3030
741,746,Directed,3031
742,427,Directed,3032
743,746,Directed,3033
743,1065,Directed,3034
743,324,Directed,3035
743,435,Directed,3036
743,1621,Directed,3037
743,739,Directed,3038
743,46,Directed,3039
743,947,Directed,3040
743,1589,Directed,3041
743,603,Directed,3042
743,706,Directed,3043
743,959,Directed,3044
743,964,Directed,3045
743,344,Directed,3046
743,1351,Directed,3047
743,214,Directed,3048
743,1607,Directed,3049
743,1602,Directed,3050
743,741,Directed,3051
743,733,Directed,3052
743,225,Directed,3053
743,1259,Directed,3054
743,368,Directed,3055
743,676,Directed,3056
743,512,Directed,3057
743,208,Directed,3058
743,1591,Directed,3059
743,1570,Directed,3060
743,497,Directed,3061
743,1580,Directed,3062
743,1748,Directed,3063
743,156,Directed,3064
743,353,Directed,3065
743,941,Directed,3066
743,862,Directed,3067
743,1704,Directed,3068
743,481,Directed,3069
743,740,Directed,3070
743,639,Directed,3071
743,40,Directed,3072
744,1653,Directed,3073
744,747,Directed,3074
745,464,Directed,3075
745,156,Directed,3076
745,344,Directed,3077
745,234,Directed,3078
745,232,Directed,3079
745,1602,Directed,3080
745,493,Directed,3081
745,1351,Directed,3082
745,723,Directed,3083
745,1305,Directed,3084
745,497,Directed,3085
745,288,Directed,3086
745,850,Directed,3087
745,922,Directed,3088
745,1704,Directed,3089
745,746,Directed,3090
745,741,Directed,3091
745,743,Directed,3092
745,733,Directed,3093
745,1607,Directed,3094
745,1603,Directed,3095
745,236,Directed,3096
745,52,Directed,3097
745,25,Directed,3098
745,386,Directed,3099
745,17,Directed,3100
746,743,Directed,3101
746,1580,Directed,3102
746,512,Directed,3103
746,1602,Directed,3104
747,1383,Directed,3105
747,1202,Directed,3106
747,716,Directed,3107
747,994,Directed,3108
747,476,Directed,3109
747,237,Directed,3110
747,1720,Directed,3111
747,866,Directed,3112
747,460,Directed,3113
749,1579,Directed,3114
750,1202,Directed,3115
750,537,Directed,3116
750,639,Directed,3117
753,377,Directed,3118
753,1727,Directed,3119
753,669,Directed,3120
753,242,Directed,3121
753,1703,Directed,3122
753,1521,Directed,3123
753,1067,Directed,3124
753,378,Directed,3125
754,551,Directed,3126
754,758,Directed,3127
754,635,Directed,3128
754,644,Directed,3129
754,1664,Directed,3130
755,1368,Directed,3131
755,1698,Directed,3132
755,481,Directed,3133
755,252,Directed,3134
755,838,Directed,3135
755,1570,Directed,3136
755,1704,Directed,3137
757,1246,Directed,3138
757,1320,Directed,3139
758,754,Directed,3140
758,1567,Directed,3141
758,365,Directed,3142
758,657,Directed,3143
758,269,Directed,3144
758,630,Directed,3145
758,551,Directed,3146
758,816,Directed,3147
758,1560,Directed,3148
758,639,Directed,3149
758,946,Directed,3150
758,281,Directed,3151
758,592,Directed,3152
758,1313,Directed,3153
758,791,Directed,3154
758,1664,Directed,3155
758,644,Directed,3156
758,238,Directed,3157
758,542,Directed,3158
762,158,Directed,3159
766,1247,Directed,3160
766,1202,Directed,3161
767,393,Directed,3162
769,1325,Directed,3163
769,935,Directed,3164
770,834,Directed,3165
772,1554,Directed,3166
772,333,Directed,3167
773,460,Directed,3168
773,258,Directed,3169
773,498,Directed,3170
773,1101,Directed,3171
773,477,Directed,3172
774,775,Directed,3173
775,774,Directed,3174
777,669,Directed,3175
777,1598,Directed,3176
777,753,Directed,3177
777,377,Directed,3178
777,378,Directed,3179
777,500,Directed,3180
779,1491,Directed,3181
779,1035,Directed,3182
779,1612,Directed,3183
779,571,Directed,3184
779,1525,Directed,3185
780,341,Directed,3186
781,628,Directed,3187
782,1090,Directed,3188
782,523,Directed,3189
782,1299,Directed,3190
786,628,Directed,3191
788,1270,Directed,3192
788,304,Directed,3193
788,1532,Directed,3194
788,500,Directed,3195
788,1281,Directed,3196
788,862,Directed,3197
788,258,Directed,3198
788,477,Directed,3199
788,1290,Directed,3200
788,1318,Directed,3201
788,1602,Directed,3202
788,164,Directed,3203
788,45,Directed,3204
788,994,Directed,3205
788,1197,Directed,3206
788,1095,Directed,3207
788,1685,Directed,3208
788,743,Directed,3209
790,1411,Directed,3210
790,1602,Directed,3211
790,903,Directed,3212
790,709,Directed,3213
790,897,Directed,3214
790,340,Directed,3215
790,344,Directed,3216
790,1304,Directed,3217
790,1720,Directed,3218
790,568,Directed,3219
791,1367,Directed,3220
791,1032,Directed,3221
791,1313,Directed,3222
791,630,Directed,3223
791,269,Directed,3224
791,592,Directed,3225
791,588,Directed,3226
791,362,Directed,3227
791,57,Directed,3228
791,183,Directed,3229
791,238,Directed,3230
791,1542,Directed,3231
791,1516,Directed,3232
791,1024,Directed,3233
791,816,Directed,3234
791,1708,Directed,3235
791,1241,Directed,3236
791,542,Directed,3237
791,634,Directed,3238
791,937,Directed,3239
791,1451,Directed,3240
791,1378,Directed,3241
791,1508,Directed,3242
791,601,Directed,3243
791,992,Directed,3244
791,1498,Directed,3245
791,593,Directed,3246
791,1465,Directed,3247
791,1214,Directed,3248
791,1504,Directed,3249
791,960,Directed,3250
791,956,Directed,3251
791,1137,Directed,3252
791,1509,Directed,3253
791,1421,Directed,3254
791,243,Directed,3255
791,1015,Directed,3256
791,1651,Directed,3257
791,551,Directed,3258
791,596,Directed,3259
791,1289,Directed,3260
791,1426,Directed,3261
791,818,Directed,3262
791,1033,Directed,3263
791,1023,Directed,3264
791,1022,Directed,3265
791,1025,Directed,3266
791,519,Directed,3267
791,1446,Directed,3268
792,9,Directed,3269
792,1240,Directed,3270
792,1048,Directed,3271
792,1080,Directed,3272
795,1357,Directed,3273
799,561,Directed,3274
802,510,Directed,3275
804,1313,Directed,3276
804,1233,Directed,3277
804,816,Directed,3278
804,1486,Directed,3279
804,1231,Directed,3280
805,630,Directed,3281
805,937,Directed,3282
805,612,Directed,3283
805,1233,Directed,3284
805,551,Directed,3285
805,1032,Directed,3286
805,588,Directed,3287
805,269,Directed,3288
805,1313,Directed,3289
806,1731,Directed,3290
806,1320,Directed,3291
806,1246,Directed,3292
806,757,Directed,3293
806,1019,Directed,3294
806,481,Directed,3295
806,206,Directed,3296
806,1239,Directed,3297
806,1242,Directed,3298
806,1602,Directed,3299
809,1244,Directed,3300
811,306,Directed,3301
811,1541,Directed,3302
811,1168,Directed,3303
811,1535,Directed,3304
811,563,Directed,3305
811,612,Directed,3306
811,242,Directed,3307
811,715,Directed,3308
811,363,Directed,3309
811,1551,Directed,3310
811,1439,Directed,3311
812,1250,Directed,3312
812,1271,Directed,3313
812,684,Directed,3314
812,1247,Directed,3315
812,460,Directed,3316
812,811,Directed,3317
812,238,Directed,3318
812,563,Directed,3319
815,1158,Directed,3320
816,238,Directed,3321
816,649,Directed,3322
816,874,Directed,3323
816,583,Directed,3324
816,965,Directed,3325
816,1233,Directed,3326
816,589,Directed,3327
816,1231,Directed,3328
816,243,Directed,3329
816,1508,Directed,3330
816,960,Directed,3331
816,1567,Directed,3332
816,281,Directed,3333
816,804,Directed,3334
816,551,Directed,3335
816,1343,Directed,3336
816,1516,Directed,3337
816,1451,Directed,3338
816,805,Directed,3339
816,630,Directed,3340
816,190,Directed,3341
816,1542,Directed,3342
816,652,Directed,3343
816,579,Directed,3344
818,816,Directed,3345
818,1508,Directed,3346
818,1023,Directed,3347
818,1022,Directed,3348
818,238,Directed,3349
818,1542,Directed,3350
818,1359,Directed,3351
818,1214,Directed,3352
818,269,Directed,3353
818,203,Directed,3354
818,601,Directed,3355
818,791,Directed,3356
818,243,Directed,3357
818,57,Directed,3358
818,649,Directed,3359
818,1509,Directed,3360
818,1567,Directed,3361
818,960,Directed,3362
818,634,Directed,3363
821,960,Directed,3364
821,592,Directed,3365
821,791,Directed,3366
821,1024,Directed,3367
821,816,Directed,3368
821,1214,Directed,3369
821,1025,Directed,3370
822,1542,Directed,3371
822,936,Directed,3372
822,190,Directed,3373
822,589,Directed,3374
822,1233,Directed,3375
822,630,Directed,3376
825,1663,Directed,3377
825,972,Directed,3378
825,975,Directed,3379
825,1035,Directed,3380
825,1104,Directed,3381
825,1112,Directed,3382
825,1034,Directed,3383
825,543,Directed,3384
825,1657,Directed,3385
825,793,Directed,3386
825,1493,Directed,3387
825,571,Directed,3388
825,1175,Directed,3389
825,1460,Directed,3390
825,675,Directed,3391
826,839,Directed,3392
826,228,Directed,3393
826,798,Directed,3394
829,302,Directed,3395
831,603,Directed,3396
831,897,Directed,3397
831,226,Directed,3398
831,1704,Directed,3399
831,888,Directed,3400
831,862,Directed,3401
831,535,Directed,3402
831,1354,Directed,3403
831,861,Directed,3404
831,857,Directed,3405
833,1066,Directed,3406
833,1300,Directed,3407
833,1579,Directed,3408
834,1579,Directed,3409
834,508,Directed,3410
834,444,Directed,3411
834,1102,Directed,3412
834,1734,Directed,3413
836,891,Directed,3414
836,826,Directed,3415
836,1271,Directed,3416
836,1333,Directed,3417
836,228,Directed,3418
837,936,Directed,3424
837,1521,Directed,3425
837,1563,Directed,3426
837,1650,Directed,3427
840,1250,Directed,3428
840,1620,Directed,3429
840,1652,Directed,3430
840,1637,Directed,3431
840,1594,Directed,3432
840,1609,Directed,3433
840,1605,Directed,3434
840,1618,Directed,3435
840,715,Directed,3436
840,1244,Directed,3437
840,890,Directed,3438
840,1654,Directed,3439
840,275,Directed,3440
840,228,Directed,3441
840,1202,Directed,3442
843,256,Directed,3443
845,1704,Directed,3444
845,1691,Directed,3445
845,1589,Directed,3446
845,1588,Directed,3447
845,1570,Directed,3448
845,386,Directed,3449
845,225,Directed,3450
845,922,Directed,3451
845,857,Directed,3452
845,850,Directed,3453
845,222,Directed,3454
845,1671,Directed,3455
845,226,Directed,3456
845,1514,Directed,3457
845,709,Directed,3458
852,1557,Directed,3459
854,122,Directed,3460
855,563,Directed,3461
855,1127,Directed,3462
855,1012,Directed,3463
855,1546,Directed,3464
855,1207,Directed,3465
855,639,Directed,3466
855,1043,Directed,3467
855,80,Directed,3468
855,460,Directed,3469
855,973,Directed,3470
855,211,Directed,3471
857,1691,Directed,3472
857,52,Directed,3473
857,831,Directed,3474
857,386,Directed,3475
857,1684,Directed,3476
857,1181,Directed,3477
857,1660,Directed,3478
861,184,Directed,3479
861,888,Directed,3480
861,226,Directed,3481
862,535,Directed,3482
862,1290,Directed,3483
862,544,Directed,3484
862,1532,Directed,3485
862,831,Directed,3486
862,383,Directed,3487
862,1478,Directed,3488
862,624,Directed,3489
862,994,Directed,3490
862,258,Directed,3491
862,1197,Directed,3492
862,1354,Directed,3493
862,1318,Directed,3494
862,344,Directed,3495
862,1697,Directed,3496
862,1720,Directed,3497
862,52,Directed,3498
862,1602,Directed,3499
862,948,Directed,3500
862,304,Directed,3501
862,1704,Directed,3502
862,395,Directed,3503
862,1304,Directed,3504
862,568,Directed,3505
862,997,Directed,3506
862,201,Directed,3507
862,603,Directed,3508
862,1056,Directed,3509
862,517,Directed,3510
862,477,Directed,3511
862,353,Directed,3512
862,796,Directed,3513
863,1323,Directed,3514
863,1110,Directed,3515
863,1456,Directed,3516
863,1370,Directed,3517
866,639,Directed,3518
867,1150,Directed,3519
867,891,Directed,3520
868,816,Directed,3521
868,1313,Directed,3522
868,551,Directed,3523
869,870,Directed,3524
869,1191,Directed,3525
869,1529,Directed,3526
869,925,Directed,3527
869,1330,Directed,3528
869,571,Directed,3529
869,1104,Directed,3530
869,1178,Directed,3531
870,869,Directed,3532
870,1191,Directed,3533
870,925,Directed,3534
872,743,Directed,3535
872,156,Directed,3536
872,234,Directed,3537
872,324,Directed,3538
872,947,Directed,3539
872,741,Directed,3540
872,1607,Directed,3541
872,1603,Directed,3542
872,897,Directed,3543
872,1602,Directed,3544
872,862,Directed,3545
872,857,Directed,3546
872,1684,Directed,3547
872,222,Directed,3548
872,344,Directed,3549
872,790,Directed,3550
872,383,Directed,3551
872,52,Directed,3552
872,603,Directed,3553
872,17,Directed,3554
872,904,Directed,3555
872,429,Directed,3556
872,733,Directed,3557
872,424,Directed,3558
872,435,Directed,3559
872,850,Directed,3560
872,1408,Directed,3561
872,747,Directed,3562
872,490,Directed,3563
872,1259,Directed,3564
872,948,Directed,3565
872,1158,Directed,3566
872,493,Directed,3567
872,903,Directed,3568
872,217,Directed,3569
872,497,Directed,3570
873,308,Directed,3571
874,583,Directed,3572
874,816,Directed,3573
874,1542,Directed,3574
874,965,Directed,3575
875,460,Directed,3576
875,1089,Directed,3577
875,680,Directed,3578
875,256,Directed,3579
888,861,Directed,3580
888,1260,Directed,3581
888,368,Directed,3582
890,1263,Directed,3583
890,684,Directed,3584
890,685,Directed,3585
890,151,Directed,3586
890,1250,Directed,3587
890,1556,Directed,3588
890,122,Directed,3589
891,1158,Directed,3590
891,1232,Directed,3591
891,135,Directed,3592
891,1250,Directed,3593
891,122,Directed,3594
891,639,Directed,3595
891,832,Directed,3596
891,1271,Directed,3597
891,1652,Directed,3598
891,228,Directed,3599
891,1556,Directed,3600
891,829,Directed,3601
891,1044,Directed,3602
891,1557,Directed,3603
891,980,Directed,3604
891,1286,Directed,3605
891,537,Directed,3606
894,201,Directed,3607
895,333,Directed,3608
897,831,Directed,3609
901,1386,Directed,3610
902,1158,Directed,3611
902,948,Directed,3612
906,164,Directed,3613
906,74,Directed,3614
906,258,Directed,3615
906,1197,Directed,3616
908,1417,Directed,3617
909,1182,Directed,3618
909,663,Directed,3619
909,438,Directed,3620
912,333,Directed,3621
917,672,Directed,3622
917,1093,Directed,3623
917,1283,Directed,3624
917,1012,Directed,3625
917,639,Directed,3626
917,875,Directed,3627
917,211,Directed,3628
917,709,Directed,3629
916,917,Directed,3630
918,1003,Directed,3639
918,1334,Directed,3640
918,583,Directed,3641
918,1451,Directed,3642
918,1313,Directed,3643
918,1562,Directed,3644
918,801,Directed,3645
918,1496,Directed,3646
918,250,Directed,3647
918,1542,Directed,3648
918,630,Directed,3649
918,816,Directed,3650
920,292,Directed,3651
920,1593,Directed,3652
920,218,Directed,3653
920,580,Directed,3654
920,314,Directed,3655
920,1386,Directed,3656
920,1240,Directed,3657
920,1725,Directed,3658
922,861,Directed,3659
922,845,Directed,3660
922,1588,Directed,3661
925,1191,Directed,3662
927,936,Directed,3663
930,242,Directed,3664
930,1521,Directed,3665
930,206,Directed,3666
930,1653,Directed,3667
930,1550,Directed,3668
930,1511,Directed,3669
930,1645,Directed,3670
930,1497,Directed,3671
930,1439,Directed,3672
930,1030,Directed,3673
930,936,Directed,3674
930,1650,Directed,3675
930,977,Directed,3676
930,1067,Directed,3677
930,1605,Directed,3678
930,1244,Directed,3679
930,1542,Directed,3680
930,707,Directed,3681
930,1598,Directed,3682
930,537,Directed,3683
930,1727,Directed,3684
930,1170,Directed,3685
930,971,Directed,3686
931,344,Directed,3687
931,1602,Directed,3688
931,1259,Directed,3689
931,1292,Directed,3690
931,667,Directed,3691
933,934,Directed,3692
934,933,Directed,3693
934,1141,Directed,3694
935,524,Directed,3695
935,1676,Directed,3696
936,242,Directed,3697
936,927,Directed,3698
936,1422,Directed,3699
936,715,Directed,3700
936,930,Directed,3701
936,1563,Directed,3702
936,1727,Directed,3703
936,1168,Directed,3704
936,1244,Directed,3705
936,1523,Directed,3706
936,1521,Directed,3707
936,1352,Directed,3708
936,1202,Directed,3709
936,1650,Directed,3710
936,1598,Directed,3711
936,1601,Directed,3712
936,1645,Directed,3713
936,1653,Directed,3714
936,206,Directed,3715
936,1541,Directed,3716
936,1550,Directed,3717
936,1067,Directed,3718
936,1602,Directed,3719
936,344,Directed,3720
936,506,Directed,3721
936,1646,Directed,3722
936,1570,Directed,3723
936,977,Directed,3724
936,736,Directed,3725
936,1553,Directed,3726
936,1511,Directed,3727
936,1439,Directed,3728
936,1030,Directed,3729
936,987,Directed,3730
936,707,Directed,3731
936,1551,Directed,3732
938,1069,Directed,3733
938,1244,Directed,3734
938,1645,Directed,3735
939,1313,Directed,3736
939,1344,Directed,3737
939,1451,Directed,3738
940,988,Directed,3739
940,1570,Directed,3740
940,947,Directed,3741
940,639,Directed,3742
940,978,Directed,3743
941,386,Directed,3744
941,922,Directed,3745
941,723,Directed,3746
941,948,Directed,3747
941,1292,Directed,3748
941,706,Directed,3749
941,964,Directed,3750
941,225,Directed,3751
941,959,Directed,3752
941,222,Directed,3753
941,423,Directed,3754
941,947,Directed,3755
941,288,Directed,3756
941,988,Directed,3757
941,940,Directed,3758
941,344,Directed,3759
943,1015,Directed,3760
943,802,Directed,3761
943,1241,Directed,3762
943,1289,Directed,3763
943,592,Directed,3764
943,630,Directed,3765
943,634,Directed,3766
944,413,Directed,3767
944,415,Directed,3768
944,280,Directed,3769
944,248,Directed,3770
944,1280,Directed,3771
944,416,Directed,3772
944,1403,Directed,3773
944,722,Directed,3774
